Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2024,,,,,,,,,,,,,,LF2_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,1.0,1.0,1.0,1.0,182.0,176.0,182.0,176.0,182.0,182.0,1.0,20.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2017,1.0,1.0,1.0,3.0,182.0,27.666666666666668,182.0,83.0,182.0,182.0,1.0,174.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2018,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2019,0.0,0.0,0.0,1.0,44.5,182.0,178.0,182.0,131.0,131.0,0.0,0.0,366.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2020,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2021,0.0,0.0,0.0,4.0,88.0,44.5,176.0,178.0,164.0,164.0,0.0,5.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2023,0.0,0.0,0.0,2.0,87.5,88.0,175.0,176.0,106.0,106.0,0.0,6.0,366.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,183,0
2014,0.0,0.0,0.0,1.0,176.0,182.0,176.0,182.0,176.0,176.0,0.0,32.0,365.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,153,0
2015,0.0,0.0,0.0,2.0,27.666666666666668,87.5,83.0,175.0,79.0,79.0,0.0,8.0,366.0,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,189,0
2024,,,,,,,,,,,,,,BF1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2024,,,,,,,,,,,,,,CF1_c_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,1.0,2.0,15.0,3.0,30.0,6.0,28.0,28.0,1.0,20.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,654,0
2017,0.0,0.0,1.0,0.0,70.0,0.0,70.0,0.0,70.0,70.0,1.0,174.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,337,0
2018,1.0,1.0,2.0,2.0,5.0,28.0,10.0,28.0,6.0,6.0,1.0,0.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,299,0
2019,0.0,0.0,0.0,1.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,366.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,439,0
2020,1.0,1.0,2.0,2.0,14.0,5.0,28.0,10.0,21.0,21.0,1.0,0.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,682,0
2021,1.0,1.0,3.0,0.0,5.666666666666667,0.0,17.0,0.0,8.0,8.0,1.0,5.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,291,0
2022,1.0,1.0,3.0,2.0,11.333333333333334,14.0,34.0,28.0,24.0,24.0,1.0,0.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,337,0
2023,1.0,1.0,2.0,3.0,12.666666666666666,5.666666666666667,38.0,17.0,31.0,31.0,1.0,6.0,366.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,274,0
2014,1.0,1.0,2.0,3.0,3.0,11.333333333333334,6.0,34.0,3.0,3.0,1.0,32.0,365.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,260,0
2015,0.0,0.0,0.0,3.0,0.0,18.0,0.0,36.0,0.0,0.0,0.0,8.0,366.0,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,411,0
2024,,,,,,,,,,,,,,F2_b_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,1.0,1.0,1.0,0.0,9.0,0.0,9.0,0.0,9.0,9.0,1.0,20.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,827,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,625,1
2018,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,990,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,1356,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,1721,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,2086,0
2022,1.0,2.0,2.0,0.0,5.333333333333333,0.0,16.0,0.0,8.0,8.0,1.0,0.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,2182,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,581,1
2014,0.0,0.0,0.0,3.0,0.0,7.5,0.0,15.0,0.0,0.0,0.0,32.0,365.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,365,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,731,1
2024,,,,,,,,,,,,,,LF2_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,153,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,275,0
2024,,,,,,,,,,,,,,F1_c_S,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,1.0,1.0,1.0,1.0,17.0,6.0,17.0,6.0,17.0,17.0,1.0,20.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,339,1
2017,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,174.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,317,1
2018,1.0,1.0,1.0,1.0,10.0,17.0,10.0,17.0,10.0,10.0,1.0,0.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,375,1
2019,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,0.0,366.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,356,1
2020,1.0,1.0,1.0,1.0,4.0,10.0,4.0,10.0,4.0,4.0,1.0,0.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,361,1
2021,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,360,1
2022,1.0,1.0,1.0,1.0,9.0,4.0,9.0,4.0,9.0,9.0,1.0,0.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,379,1
2023,1.0,1.0,1.0,1.0,6.0,4.0,6.0,4.0,6.0,6.0,1.0,6.0,366.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,338,1
2014,1.0,1.0,1.0,1.0,6.0,9.0,6.0,9.0,6.0,6.0,1.0,32.0,365.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,259,1
2015,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,8.0,366.0,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,380,1
2024,,,,,,,,,,,,,,SF2_a_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,1.0,1.0,2.0,2.0,15.0,3.0,30.0,6.0,28.0,28.0,1.0,20.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,654,0
2017,0.0,0.0,1.0,0.0,70.0,0.0,70.0,0.0,70.0,70.0,1.0,174.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,324,0
2018,1.0,1.0,2.0,2.0,5.0,15.0,10.0,30.0,6.0,6.0,1.0,0.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,299,0
2019,0.0,0.0,0.0,1.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,366.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,439,0
2020,1.0,1.0,2.0,2.0,14.0,5.0,28.0,10.0,21.0,21.0,1.0,0.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,682,0
2021,1.0,1.0,3.0,0.0,5.666666666666667,0.0,17.0,0.0,8.0,8.0,1.0,5.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,291,0
2022,1.0,1.0,3.0,2.0,11.333333333333334,14.0,34.0,28.0,24.0,24.0,1.0,0.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,337,0
2023,1.0,1.0,3.0,3.0,12.666666666666666,5.666666666666667,38.0,17.0,31.0,31.0,1.0,6.0,366.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,274,0
2014,1.0,1.0,2.0,3.0,3.0,11.333333333333334,6.0,34.0,3.0,3.0,1.0,32.0,365.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,260,0
2015,0.0,0.0,0.0,3.0,0.0,12.666666666666666,0.0,38.0,0.0,0.0,0.0,8.0,366.0,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,411,0
2024,,,,,,,,,,,,,,F2_b_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2024,,,,,,,,,,,,,,CF1_b,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2024,,,,,,,,,,,,,,SF1_a_P_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,1.0,1.0,1.0,0.0,9.0,0.0,9.0,0.0,9.0,9.0,1.0,20.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,827,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,625,1
2018,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,990,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,1356,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,1721,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,2086,0
2022,1.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,1.0,0.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,2182,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,627,1
2014,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,32.0,365.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,365,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,731,1
2024,,,,,,,,,,,,,,SF2_a_P_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2024,,,,,,,,,,,,,,LF1_S_pd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,366.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2024,,,,,,,,,,,,,,LF1_S_sd,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,0,1
2016,1.0,1.0,1.0,1.0,182.0,176.0,182.0,176.0,182.0,182.0,1.0,20.0,365.0,F1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,685,0
2017,1.0,1.0,1.0,3.0,182.0,27.666666666666668,182.0,83.0,182.0,182.0,1.0,174.0,365.0,F1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,286,0
2018,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,F1_b_P,NCCMA_flow,406207,Campaspe River at Reach 2,VIC,Campaspe,,303,0
