Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
2020,0.0,0.0,1.0,10.0,92.0,4.777777777777778,92.0,43.0,92.0,92.0,1.0,0.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2021,0.0,0.0,1.0,6.0,92.0,12.0,92.0,72.0,92.0,92.0,1.0,0.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2022,0.0,0.0,1.0,1.0,92.0,92.0,92.0,92.0,92.0,92.0,1.0,0.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2023,0.0,0.0,1.0,1.0,92.0,92.0,92.0,92.0,92.0,92.0,1.0,0.0,366.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,274,0
2014,0.0,0.0,1.0,1.0,25.0,92.0,75.0,92.0,73.0,73.0,1.0,0.0,365.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,262,0
2015,1.0,1.0,3.0,1.0,16.75,92.0,67.0,92.0,55.0,55.0,1.0,0.0,366.0,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,281,0
2024,,,,,,,,,,,,,,F2_c_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,0.0,47.0,0.0,47.0,0.0,47.0,47.0,1.0,17.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,803,1
2017,1.0,1.0,1.0,0.0,9.0,0.0,9.0,0.0,9.0,9.0,1.0,13.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,342,1
2018,1.0,1.0,1.0,1.0,8.0,47.0,8.0,47.0,8.0,8.0,1.0,2.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,363,1
2019,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,366.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,620,1
2020,1.0,1.0,1.0,1.0,9.0,8.0,9.0,8.0,9.0,9.0,1.0,0.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,717,1
2021,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,353,1
2022,1.0,2.0,2.0,1.0,29.0,9.0,58.0,9.0,52.0,52.0,1.0,0.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,330,1
2023,1.0,2.0,2.0,1.0,4.5,3.0,9.0,3.0,5.0,5.0,1.0,0.0,366.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,313,1
2014,0.0,0.0,0.0,2.0,0.0,29.0,0.0,58.0,0.0,0.0,0.0,0.0,365.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,2.0,0.0,4.5,0.0,9.0,0.0,0.0,0.0,0.0,366.0,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F4_a_S_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,2.0,182.0,82.5,182.0,165.0,182.0,182.0,1.0,17.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2017,1.0,1.0,1.0,2.0,182.0,90.5,182.0,181.0,182.0,182.0,1.0,13.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2018,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,2.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2019,1.0,1.0,1.0,1.0,183.0,182.0,183.0,182.0,183.0,183.0,1.0,0.0,366.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2020,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2021,1.0,1.0,1.0,1.0,182.0,183.0,182.0,183.0,182.0,182.0,1.0,0.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2023,1.0,1.0,1.0,1.0,183.0,182.0,183.0,182.0,183.0,183.0,1.0,0.0,366.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,82.5,182.0,165.0,182.0,85.0,85.0,0.0,0.0,365.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,153,0
2015,0.0,0.0,0.0,1.0,90.5,183.0,181.0,183.0,95.0,95.0,0.0,0.0,366.0,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2024,,,,,,,,,,,,,,BF1_c,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,2.0,2.0,0.0,21.5,0.0,43.0,0.0,27.0,27.0,1.0,17.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,805,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,612,0
2018,0.0,0.0,0.0,2.0,0.0,21.5,0.0,43.0,0.0,0.0,0.0,2.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,977,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1343,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1708,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2073,0
2022,1.0,2.0,2.0,0.0,17.333333333333332,0.0,52.0,0.0,43.0,43.0,1.0,0.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2144,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,608,0
2014,0.0,0.0,0.0,3.0,0.0,24.0,0.0,48.0,0.0,0.0,0.0,0.0,365.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,F5_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,1.0,2.0,92.0,33.5,92.0,67.0,92.0,92.0,1.0,17.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,297,0
2017,1.0,1.0,2.0,4.0,19.5,11.5,78.0,46.0,44.0,44.0,1.0,13.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,281,0
2018,1.0,1.0,2.0,1.0,2.0,92.0,10.0,92.0,4.0,4.0,1.0,2.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,312,0
2019,1.0,2.0,4.0,4.0,8.666666666666666,37.0,52.0,74.0,31.0,31.0,1.0,0.0,366.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,306,0
2020,1.0,1.0,3.0,5.0,29.666666666666668,3.5,89.0,7.0,50.0,50.0,1.0,0.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2021,0.0,0.0,1.0,6.0,91.0,12.25,91.0,49.0,91.0,91.0,1.0,0.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,274,0
2022,1.0,1.0,2.0,3.0,45.5,29.666666666666668,91.0,89.0,75.0,75.0,1.0,0.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2023,0.0,0.0,1.0,1.0,92.0,91.0,92.0,91.0,92.0,92.0,1.0,0.0,366.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,274,0
2014,1.0,1.0,2.0,2.0,33.5,45.5,67.0,91.0,52.0,52.0,1.0,0.0,365.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,264,0
2015,1.0,2.0,4.0,1.0,11.5,92.0,46.0,92.0,24.0,24.0,1.0,0.0,366.0,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,281,0
2024,,,,,,,,,,,,,,F2_a_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,0.0,47.0,0.0,47.0,0.0,47.0,47.0,1.0,17.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,803,0
2017,1.0,1.0,1.0,0.0,9.0,0.0,9.0,0.0,9.0,9.0,1.0,13.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,342,0
2018,1.0,1.0,1.0,1.0,8.0,47.0,8.0,47.0,8.0,8.0,1.0,2.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,363,0
2019,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,366.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,620,0
2020,1.0,1.0,1.0,1.0,9.0,8.0,9.0,8.0,9.0,9.0,1.0,0.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,717,0
2021,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,624,0
2022,1.0,2.0,2.0,1.0,29.0,9.0,58.0,9.0,52.0,52.0,1.0,0.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,686,0
2023,1.0,1.0,1.0,1.0,4.5,0.0,9.0,0.0,5.0,5.0,1.0,0.0,366.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,313,0
2014,0.0,0.0,0.0,2.0,0.0,29.0,0.0,58.0,0.0,0.0,0.0,0.0,365.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,366.0,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,F5_S_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1096,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1461,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1826,0
2019,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,366.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1871,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,684,1
2021,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1049,1
2022,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1110,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,669,1
2014,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,365.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F3_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1096,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1461,0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1826,0
2019,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,366.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1871,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,684,1
2021,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1049,1
2022,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1414,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1780,0
2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,1
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,1
2024,,,,,,,,,,,,,,F3_a_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,0.0,9.0,0.0,18.0,0.0,10.0,10.0,1.0,17.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,824,0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,627,0
2018,0.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,992,0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1358,0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,1723,0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2088,0
2022,1.0,1.0,1.0,0.0,8.2,0.0,41.0,0.0,30.0,30.0,1.0,0.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,2186,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,603,0
2014,0.0,0.0,0.0,5.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,365.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,365,0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,731,0
2024,,,,,,,,,,,,,,LF1_P_pd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,1.0,2.0,92.0,33.0,92.0,66.0,92.0,92.0,1.0,17.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,297,0
2017,1.0,2.0,4.0,4.0,19.0,10.75,76.0,43.0,43.0,43.0,1.0,13.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2018,1.0,1.0,2.0,1.0,2.5,92.0,5.0,92.0,3.0,3.0,1.0,2.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,306,0
2019,1.0,2.0,5.0,4.0,4.875,19.0,39.0,76.0,12.0,12.0,1.0,0.0,366.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,317,0
2020,1.0,1.0,3.0,2.0,27.333333333333332,2.5,82.0,5.0,49.0,49.0,1.0,0.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,274,0
2021,1.0,1.0,3.0,8.0,28.0,7.2,84.0,36.0,57.0,57.0,1.0,0.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,274,0
2022,1.0,2.0,4.0,3.0,15.2,27.333333333333332,76.0,82.0,53.0,53.0,1.0,0.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,273,0
2023,0.0,0.0,1.0,3.0,92.0,28.0,92.0,84.0,92.0,92.0,1.0,0.0,366.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,274,0
2014,1.0,1.0,2.0,5.0,33.0,18.75,66.0,75.0,52.0,52.0,1.0,0.0,365.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,265,0
2015,1.0,2.0,4.0,1.0,10.75,92.0,43.0,92.0,23.0,23.0,1.0,0.0,366.0,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,282,0
2024,,,,,,,,,,,,,,F2_a_P_sd,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,1.0,1.0,1.0,2.0,182.0,82.5,182.0,165.0,182.0,182.0,1.0,17.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,688,0
2017,0.0,0.0,0.0,2.0,90.0,90.5,180.0,181.0,94.0,94.0,0.0,13.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,296,0
2018,0.0,0.0,0.0,1.0,21.25,182.0,170.0,182.0,50.0,50.0,0.0,2.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,285,0
2019,0.0,0.0,0.0,2.0,43.5,90.0,174.0,180.0,85.0,85.0,0.0,0.0,366.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,348,0
2020,1.0,1.0,1.0,8.0,182.0,21.25,182.0,170.0,182.0,182.0,1.0,0.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,304,0
2021,0.0,0.0,0.0,4.0,90.0,43.5,180.0,174.0,125.0,125.0,0.0,0.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,282,0
2022,1.0,1.0,1.0,1.0,182.0,182.0,182.0,182.0,182.0,182.0,1.0,0.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,278,0
2023,1.0,1.0,1.0,2.0,183.0,90.0,183.0,180.0,183.0,183.0,1.0,0.0,366.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,275,0
2014,0.0,0.0,0.0,1.0,82.5,182.0,165.0,182.0,85.0,85.0,0.0,0.0,365.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,169,0
2015,0.0,0.0,0.0,1.0,90.5,183.0,181.0,183.0,95.0,95.0,0.0,0.0,366.0,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,535,0
2024,,,,,,,,,,,,,,F1_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,0,1
2016,0.0,0.0,0.0,2.0,28.5,61.0,114.0,122.0,93.0,93.0,0.0,17.0,365.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,238,0
2017,0.0,0.0,0.0,2.0,80.5,76.5,161.0,153.0,157.0,157.0,0.0,8.0,365.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,193,0
2018,0.0,0.0,0.0,4.0,154.0,28.5,154.0,114.0,154.0,154.0,0.0,7.0,365.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,211,0
2019,0.0,0.0,0.0,2.0,80.5,80.5,161.0,161.0,157.0,157.0,0.0,0.0,366.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,223,0
2020,0.0,0.0,0.0,1.0,43.0,154.0,172.0,154.0,155.0,155.0,0.0,0.0,365.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,184,0
2021,1.0,1.0,1.0,2.0,183.0,80.5,183.0,161.0,183.0,183.0,1.0,0.0,365.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2022,1.0,1.0,1.0,4.0,183.0,43.0,183.0,172.0,183.0,183.0,1.0,0.0,365.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,182,0
2023,1.0,1.0,1.0,1.0,183.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,366.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,183,0
2014,0.0,0.0,0.0,1.0,61.0,183.0,122.0,183.0,72.0,72.0,0.0,0.0,335.0,BF2_a_P,NCCMA_flow,407229,Loddon River: Upper Loddon River System at Reach 3b,VIC,Loddon,,211,0
